Szam,Kerdes,V1,V2,V3,Kep,HelyesValasz
206,"Hajójával hegymenetben hajózik. Melyik oldal felől hajózhat el az ábrán látható parti jel mellett, ha az 2,5 másodperces szünetekkel 2,5 másodperces fehér fényű felvillanásokkal jelez? A jel mellett","bármelyik oldalról biztonságosan el lehet hajózni, mivel az a hajóút tengelyét jelzi.","bármelyik oldalról biztonságosan el lehet hajózni, mivel a világító parti jel mindkét oldalról kikerülhető veszélyes helyet, akadályt (pl. szigetvéget, víziút elágazást) jelöl.","csak a hajóm bal oldal felől hajózhatok el, mivel az hegymenetben a jobb oldali ág hajózhatóságát jelzi.",teszt-0566.jpg,2
207,Mit jelez az ábrán látható állandó fázisú fehér fényű parti jel?,"A hajóút tengelyvonalát, a hajóút középvonalát jelzi.","Mindkét oldalról kikerülhető veszélyes helyet, akadályt (pl. szigetvéget, víziút elágazást) jelez.",Menetirány szerint jobbról kerülhető veszélyes helyet jelez.,teszt-0565.jpg,2
208,Mit jelez a parti tábla?,"A hajóútnak a jobb part felől a bal part felé tartó irányát (átmenetének kezdetét, végét a jobb parton).","A hajóútnak a bal part felől a jobb part felé tartó irányát (átmenetének kezdetét, végét a bal parton).","A hajóút parthoz viszonyított helyzetét jelzi és a hajóúton elhelyezett jelekkel együtt, megjelöli a hajóutat azokon a helyeken, ahol az a jobb parthoz közelít.",teszt-0570.jpg,1
209,Mit jelez a parti tábla?,"A hajóútnak a bal part felől a jobb part felé tartó irányát (átmenetének kezdetét, végét a bal parton).","A hajóútnak a jobb part felől a bal part felé tartó irányát (átmenetének kezdetét, végét a jobb parton).","A hajóút parthoz viszonyított helyzetét jelzi és a hajóúton elhelyezett jelekkel együtt, megjelöli a hajóutat azokon a helyeken, ahol az a bal parthoz közelít.",teszt-0586.jpg,1
210,"Mit jelez az ábrán látható sárga felvillanás-csoportokból álló fény (villogó vagy elsötétülő, páros számú jellemzőkkel)?",Hajózási akadály jelzésére szolgál a jobb parton.,"A hajóútnak az egyik partjától a másikba vezető átmenetének kezdetét, végét jelöli ki a bal parton.","A hajóútnak a bal part felől a jobb part felé tartó irányát (átmenetének kezdetét, végét a bal parton).",teszt-0589.jpg,3
211,Mit jelez a két parti tábla (feltakaró jelek)?,"A hajóút egyik partból a másikba való (hosszabb) átmenetének kezdetét, illetve végét jelzik a jobb parton.","A hajóút egyik partból a másikba való (hosszabb) átmenetének kezdetét, illetve végét jelzik a bal parton.","A hajóút parthoz viszonyított helyzetét jelzik és a víziúton elhelyezett jelekkel együtt megjelölik a hajóutat azokon a helyeken, ahol az a jobb parthoz közelít.",teszt-0606.jpg,1
212,"Völgymenetben hajózva az ábrán látható jobb parti táblákat (feltakaró jeleket) látja. Kell-e módosítania hajójának útirányát, ha az átmenet tengelyében kíván hajózni?","Igen, mert az egymás mögött elhelyezett táblák akkor jelölik az átmenet tengelyét, ha takarásban (egy tengelyben) látszanak.",A táblák egymáshoz viszonyított helyzete és az átmenet tengelye között nincs összefüggés.,"Nem, mert az egymás mögött elhelyezett táblák a képen látható helyzetükben is az átmenet tengelyét jelölik.",teszt-0613.jpg,1
213,"Hegymenetben hajózva a jobb parti táblákat (feltakaró jeleket) látja. Kell-e módosítania hajójának útirányát, ha az átmenet tengelyében kíván hajózni?",A táblák egymáshoz viszonyított helyzete és az átmenet tengelye között nincs összefüggés.,"Igen, mert az egymás mögött elhelyezett táblák akkor jelölik az átmenet tengelyét, ha takarásban (egy tengelyben) látszanak.","Nem, mert az egymás mögött elhelyezett táblák a képen látható helyzetükben is az átmenet tengelyét jelölik.",teszt-0616.jpg,2
214,Mit jelez a két parti tábla (feltakaró jelek)?,"A hajóút parthoz viszonyított helyzetét jelzik és a víziúton elhelyezett jelekkel együtt megjelölik a hajóutat azokon a helyeken, ahol az a bal parthoz közelít.","A hajóút egyik partból a másikba való (hosszabb) átmenetének kezdetét, illetve végét jelzik a bal parton.","A hajóút egyik partból a másikba való (hosszabb) átmenetének kezdetét, illetve végét jelzik a jobb parton.",xxx-0610.jpg,2
215,"Völgymenetben hajózva a bal parti táblákat (feltakaró jeleket) látja. Kell-e módosítania hajójának útirányát, ha az átmenet tengelyében kíván hajózni?",A táblák egymáshoz viszonyított helyzete és az átmenet tengelye között nincs összefüggés.,"Igen, mert az egymás mögött elhelyezett táblák akkor jelölik az átmenet tengelyét, ha takarásban (egy tengelyben) látszanak.","Nem, mert az egymás mögött elhelyezett táblák a képen látható helyzetükben is az átmenet tengelyét jelölik.",xxx-0615.jpg,2
216,"Hegymenetben hajózva a bal parti táblákat (feltakaró jeleket) látja. Kell-e módosítania hajójának útirányát, ha az átmenet tengelyében kíván hajózni?","Nem, mert az egymás mögött elhelyezett táblák a képen látható helyzetükben is az átmenet tengelyét jelölik.",A táblák egymáshoz viszonyított helyzete és az átmenet tengelye között nincs összefüggés.,"Igen, mert az egymás mögött elhelyezett táblák akkor jelölik az átmenet tengelyét, ha takarásban (egy tengelyben) látszanak.",xxx-0617.jpg,3
217,Melyik jelzéssel jelölik a hajóút jobb szélet és a jobb part közeli veszélyeket?,1.,4.,6.,teszt-0598.jpg,1
218,Melyik jelzéssel jelölik a hajóút jobb szélet és a jobb part közeli veszélyeket?,1.,4.,6.,teszt-0600.jpg,1
219,Melyik jelzéssel jelölik a hajóút bal szélet és a bal part közeli veszélyeket?,1.,4.,8.,teszt-0598.jpg,2
220,Melyik jelzéssel jelölik a hajóút bal szélet és a bal part közeli veszélyeket?,1.,4.,6.,teszt-0604.jpg,1
221,"Melyik jelzéssel jelölik a hajóút szétágazását vagy összefolyását, valamint a hajóúton belül elhelyezkedő, mindkét irányból kerülhető akadályokat?",1.,4.,6.,teszt-0598.jpg,3
222,"Melyik jelzéssel jelölik a hajóút szétágazását vagy összefolyását, valamint a hajóúton belül elhelyezkedő, mindkét irányból kerülhető akadályokat?",2.,6.,8.,teszt-0602.jpg,2
223,Melyik jelzéssel jelölik a hajóút jobb szélét és a jobb part közötti veszteglőhelyet?,1.,4.,8.,teszt-0598.jpg,3
224,Melyik jelzéssel jelölik a hajóút bal szélét és a bal part közötti veszteglőhelyet?,2.,4.,7.,teszt-0599.jpg,1
225,"Melyik jelzéssel jelölik a hajóútnak a jobb part felől a bal part felé tartó irányát (átmenetének kezdetét, végét a jobb parton)?",1.,3.,7.,teszt-0641.jpg,1
226,"Melyik jelzéssel jelölik a jobb part felé tartó irányát (átmenetének kezdetét, végét a bal parton)?",1.,3.,7.,teszt-0641.jpg,3
227,"Melyik jelzéssel jelölik a hajóút parthoz viszonyított helyzetét ott, ahol a jobb parthoz közelít?",2.,4.,8.,teszt-0641.jpg,1
228,"Melyik jelzéssel jelölik a hajóút parthoz viszonyított helyzetét ott, ahol a bal parthoz közelít?",2.,4.,8.,teszt-0641.jpg,2
229,"Melyik jelzéssel jelölik a jobb parti veszélyes helyeket, a mederbe benyúló különféle műtárgyakat (gát, vezetőmű, stb.)?",2.,3.,5.,teszt-0641.jpg,2
230,"Melyik jelzéssel jelölik a bal parti veszélyes helyeket, a mederbe benyúló különféle műtárgyakat (gát, vezetőmű, stb.)?",2.,"3,",5.,teszt-0641.jpg,3
231,Mit jelent a tábla?,Korlátozottan igénybe vehető víziút szakasz!,Áthaladási tilalom!,"Irányjel, a hajóút tengelyének jelzésére.",xxx-0364.jpg,2
232,"Áthajózhat-e a képen látható műtárgy átjáró nyílásán, ha az átjáró felett egy vörös-fehér-vörös vízszintes csíkozású táblát lát kihelyezve?","Igen, az áthajózás engedélyezett.","Csak akkor, ha az ellenkező irányból nem közeledik más hajó.","Nem, az áthaladás tilos!",xxx-0365.jpg,3
233,A képen látható műtárgy felé hajózik. Mit jelöl a képen látható jelzések közül a 4-es számú (vörös-fehér-vörös) tábla?,A tábla a zsilipbe történő behajózás tilalmát jelöli!,A zsilipbe és a duzzasztómű vízterületére történő behajózás tilalmát jelöli!,A tábla a duzzasztómű nyílásán történő áthaladás tilalmát jelöli!,teszt-0135.jpg,3
234,Völgymenetben a Rákóczi híd felé hajózik. Mit jelöl a 2-es számmal jelzett tábla?,A völgymeneti hajózás számára kijelölt hídnyílást jelöli.,Áthaladási tilalmat jelöl a hídnyílásban!,A hídnyílásban történő áthajózáskor az előzést és a találkozást tiltja!,teszt-3335.jpg,2
235,Mit jelölnek a hajóhíd nyílásai felett elhelyezett (vörös-fehér-vörös) táblák?,"Áthaladási tilalmat, kivéve a kis magasságú hajókat!",Áthaladási tilalmat a táblával jelzett átjárókban!,"Áthaladási tilalmat, mivel a hajóhíd nyitási előkészület alatt áll!",xxx-2190.jpg,2
236,Mit jelölnek a hajóhídon elhelyezett 1-es számú (vörös-fehér-vörös) táblák?,A nyílásokban való áthaladási tilalmat!,"A nyílásokban való áthaladási tilalmat, kivéve a kis magasságú hajókat!","A nyílásokban való áthaladási tilalmat, mert a hajóhíd nyitási előkészület alatt áll!",xxx-2192.jpg,1
237,Mi a jelentése a hídon látható állandó vörös fénynek?,A hajóút tengelyét jelző fény.,Irányjel a hajóút jobb szélén.,Áthaladási tilalom!,teszt-1729.jpg,3
238,Egy zsilip felé hajózva a képen látható jelzéseket látja. Mit jelent a 3-as számú állandó vörös fény?,"A zsilipen történő áthaladás tilalmát jelöli, mivel a zsilip zárva van!","A zsilipen történő áthaladás tilalmát jelöli, mivel a zsilip nem üzemel!",A zsilip térségére vonatkozó veszteglési tilalmat jelöl!,teszt-0142.jpg,1
239,Mi a jelentése az egymás mellett elhelyezett két állandó vörös fénynek?,Irányjel a hajóút jobb szélén.,Áthaladási tilalom!,Tartós áthaladási tilalom!,teszt-1728.jpg,2
240,Mi a jelentése az ábrán látható tábláknak?,A hajózás mindkét irányban tilos!,Az áthaladás tartósan tilos!,Jobb parti irányjel és feltakaró jel.,xxx-1923.jpg,2
241,Mit jelölnek az ábrán látható 2-es számmal jelzett (vörös-fehér-vörös) táblák? A duzzasztómű,nyílásain való váltakozó kétirányú áthajózás lehetőségét.,nyílásain való tartós áthaladási tilalmat!,nyílásainak tengelyét.,teszt-0151.jpg,2
242,Éjszaka a képen látható híd felé hajózik. Mit jelölnek az állandó vörös fények?,"A hajóút tengelyét jelölik abban a hídnyílásban, ahol azokat elhelyezték.","Tartós áthajózási tilalmat jelentenek abban a hídnyílásban (átjáróban), ahol azokat elhelyezték.","Magasságkorlátozást jelölnek abban a hídnyílásban, ahol azokat elhelyezték.",teszt-3339.jpg,2
243,"Mit jelent az ábrán látható egy, illetve két vörös lobogó felmutatása?","Hajózási korlátozásra utaló jelzés, tudakozódni kell!",Kishajónak nem tekinthető hajók találkozására javasolt oldalának jelzése.,Áthaladási tilalmat jelent!,teszt-0157.jpg,3
244,Melyik táblával jelzik az áthaladás tilalmát?,1.,2.,3.,teszt-0158.jpg,1
245,Melyik jelzéssel jelzik az áthaladás tilalmát?,Az 1-es felül vörös alatta fehér állandó fényekkel.,A 2-es állandó vörös fénnyel.,A 3-as táblával.,teszt-0159.jpg,2
246,Mi a tábla jelentése? A víziút táblával megjelölt szakaszán,magányos hajók kivételével tilos az előzés!,tilos az előzés!,kötelékek kivételével tilos az előzés!,teszt-2573.jpg,2
247,"Melyik táblával tiltják általánosan, de csak az előzést?",1.,2.,3.,teszt-0163.jpg,2
248,Mi a tábla jelentése? A víziút táblával megjelölt szakaszán,kötelékek kivételével tilos az előzés!,tilos mindenféle előzés!,kötelékek egymás közötti előzése tilos!,teszt-2577.jpg,3
249,Melyik táblával/táblákkal tiltják kötelékek egymás közötti előzését?,Az 1-es és a 2-es tábla.,A 2-es és a 3-as tábla.,Az 1-es és a 3-as tábla.,teszt-0165.jpg,1
250,Mi a tábla jelentése? A víziút táblával megjelölt szakaszán,magányos hajók kivételével tilos a találkozás és az előzés!,kötelékek kivételével tilos a találkozás és az előzés!,tilos a találkozás és előzés!,teszt-2578.jpg,3
251,Melyik táblával jelzik a találkozás és előzés általános tilalmát?,1.,2.,3.,teszt-0163.jpg,3
252,Mi a tábla jelentése? A víziút táblával megjelölt szakaszán,kötelékek egymás közötti találkozása és előzése tilos!,kötelékek kivételével tilos a találkozás és az előzés!,"találkozni tilos, de az előzés megengedett!",teszt-0168.jpg,1
253,Mit jelöl a képen látható 1. számú tábla? A tábla,a kiegészítő közlekedési rend hatálya alá tartozó víziút szakaszának kezdetét jelzi.,"tiltja a veszteglést (horgonyon vagy a parthoz kikötve) a víziútnak azon az oldalán és szakaszán, ahol azt elhelyezték.",a víziút veszteglésre kijelölt szakaszának végét jelzi.,teszt-3348.jpg,2
254,Mi a jelentése az ábrán látható tábláknak?,A jelek közti 600 m hosszú szakaszon vesztegelni (horgonyon vagy parthoz kikötve) tilos!,A jelek között 600 m-nél hosszabb kötelék nem vesztegelhet.,A parttól 600 m távolságig tilos a veszteglés (horgonyon vagy parthoz kikötve)!,teszt-0171.jpg,1
255,Melyik táblával jelölik a veszteglésre tiltott vízterület szélességét?,1.,2.,3.,xxx-0194.jpg,1
256,Mi a jelentése a képen látható 1. számú táblának? A tábla tiltja a,"horgonyzást, horgony, kötél és lánc vonszolását a kiegészítő jelzések hatálya alá tartozó vízterületen.",a veszteglést horgonyon vagy parthoz kikötve a kiegészítő jelzések hatálya alá tartozó vízterületen.,"a horgonyzást, horgony, kötél és lánc vonszolását a kiegészítő jelzések hatálya alá tartozó vízterületen túl.",teszt-3352.jpg,1
257,Mi a jelentése az ábrán látható tábláknak?,50 méternél rövidebb horgonylánccal rendelkező hajó horgonyzása tilos!,A jelzések közti szakaszon legkevesebb 50 m hosszú horgonyláncot kell használni!,"A jelzések közti 50 m hosszú szakaszon horgonyozni, horgonyt, kötelet és láncot vonszolni tilos!",teszt-0172.jpg,3
258,Mit jelent a tábla?,Tilos a parti kötél használat!,A kiépített kikötőbak használata veszélyes!,Tilos a parthoz kikötni!,teszt-0173.jpg,3
